Dst_Port,Protocol,Flow_Packets,Flow_Bytes,Flow_Duration,Packet_Rate,Byte_Rate,TCP_Flags_Sum
56318,6,21,7482,1.8350608348846436,11.443762299749649,4077.249025082232,27
53495,17,1,143,0.001,1000.0,143000.0,0
49923,17,21,13159,0.1294307708740234,162.2488984512003,101668.2502247307,0
56121,6,25,22992,3.0010080337524414,8.330534180123523,7661.425674776002,27
53955,17,1,138,0.001,1000.0,138000.0,0
56489,6,11,7236,6.16441798210144,1.7844344805849972,1173.8334455920944,30
62078,6,9,3716,0.5146918296813965,17.486191699547984,7219.854261724478,26
8518,17,1,132,0.001,1000.0,132000.0,0
7337,17,1,129,0.001,1000.0,129000.0,0
18918,17,1,130,0.001,1000.0,130000.0,0
37295,17,1,120,0.001,1000.0,120000.0,0
443,6,18,4349,4.552167892456055,3.954159957463337,955.3689808337806,25
61518,17,1,416,0.001,1000.0,416000.0,0
55938,17,1,148,0.001,1000.0,148000.0,0
58105,17,1,143,0.001,1000.0,143000.0,0
39473,17,1,124,0.001,1000.0,124000.0,0
56572,6,22,7312,18.773494958877563,1.171864911045596,389.4852831620635,27
25326,17,1,91,0.001,1000.0,91000.0,0
53614,17,1,208,0.001,1000.0,208000.0,0
443,6,8,684,204.7899010181427,0.0390644263229135,3.340008450609111,29
443,6,28,5327,90.02554512023926,0.311022832048424,59.17209379721268,27
443,17,210,75371,279.5700809955597,0.7511533396284109,269.5960874339665,0
30589,17,1,100,0.001,1000.0,100000.0,0
443,6,43,18266,5.606147050857544,7.670151997426202,3258.2092182555116,27
50790,17,1,93,0.001,1000.0,93000.0,0
62766,17,1,319,0.001,1000.0,319000.0,0
56290,6,3,198,2.3660688400268555,1.2679259154462932,83.68311041945536,18
62104,6,31,4080,3.5623369216918945,8.70215273890401,1145.31558628156,27
27298,17,1,154,0.001,1000.0,154000.0,0
26108,17,1,90,0.001,1000.0,90000.0,0
25559,17,1,160,0.001,1000.0,160000.0,0
443,6,16,3435,5.3741960525512695,2.9771894890965855,639.1653684404232,27
65275,6,8,3209,1.261559009552002,6.341360126183013,2543.678080615161,25
56151,6,12,6313,8.61171293258667,1.393451000275691,733.0713470617031,27
43126,17,1,129,0.001,1000.0,129000.0,0
443,17,48,16412,56.93974494934082,0.8429963998382063,288.23451904468004,0
62342,6,6,4500,0.2347650527954101,25.5574666184613,19168.099963845976,26
62352,6,10,7298,0.7933359146118164,12.605001003758987,9199.12973254331,26
56658,6,10,6539,5.725028991699219,1.746716045368348,1142.1776220663628,27
24766,17,1,162,0.001,1000.0,162000.0,0
62020,6,40,5991,220.49526405334473,0.1814097920503306,27.170651604338264,26
23341,17,1,91,0.001,1000.0,91000.0,0
443,6,17,5093,1.202207088470459,14.140658596206348,4236.374954734054,27
26996,17,1,136,0.001,1000.0,136000.0,0
14943,17,1,169,0.001,1000.0,169000.0,0
5222,6,40,3611,270.61773705482483,0.1478099714945748,13.34354517667274,24
54419,17,1,188,0.001,1000.0,188000.0,0
443,17,157,75672,139.06332206726074,1.1289820900730665,544.1549854777649,0
56664,6,16,5971,18.743056058883667,0.8536494768907477,318.5713141571659,27
443,6,1894,836403,56.036664962768555,33.79929910636896,14925.995338154338,26
50504,17,12,9400,0.0729410648345947,164.51638082350289,128871.16497841058,0
51338,17,1,173,0.001,1000.0,173000.0,0
4767,17,1,129,0.001,1000.0,129000.0,0
443,6,93,32416,221.74735403060913,0.4193962106405231,146.18438240992683,27
31100,17,1,125,0.001,1000.0,125000.0,0
12999,17,1,220,0.001,1000.0,220000.0,0
63173,6,10,2903,2.5884528160095215,3.8633116810745896,1121.5193810159533,27
443,6,12,3420,2.09963321685791,5.715283938000341,1628.8559223300972,27
22362,17,1,167,0.001,1000.0,167000.0,0
63755,17,1,428,0.001,1000.0,428000.0,0
64620,17,1,348,0.001,1000.0,348000.0,0
56228,6,21,15191,1.5482079982757568,13.564068925743667,9811.989097665337,27
61267,17,1,350,0.001,1000.0,350000.0,0
62211,6,9,3026,4.773443937301636,1.8854311725901571,633.9238586953129,27
5937,17,1,103,0.001,1000.0,103000.0,0
56185,6,230,321950,97.62271809577942,2.3560089750250843,3297.9003891709817,31
443,6,166,32854,58.96489405632019,2.815234431549143,557.1789880368406,31
65227,17,1,190,0.001,1000.0,190000.0,0
49551,6,3,222,1.9073486328125e-06,1572864.0,116391936.0,25
55036,17,11,4682,0.1063179969787597,103.46319825981656,44037.69947749647,0
443,6,11,2660,62.83832097053528,0.1750524175392571,42.33085733222036,27
23541,17,1,223,0.001,1000.0,223000.0,0
55364,17,16,7811,0.1120290756225586,142.82006622911186,69722.97108222455,0
65287,6,12,5744,0.8886070251464844,13.50428216344771,6464.0497289036375,27
1817,17,1,110,0.001,1000.0,110000.0,0
31987,17,1,170,0.001,1000.0,170000.0,0
56526,6,14,6446,7.8242998123168945,1.789297488059112,823.8436862877883,31
56164,6,11,5649,7.440766096115112,1.4783423988751905,759.1960192041773,27
62162,6,8,1474,4.557865858078003,1.7552074258222037,323.396968207741,27
65145,6,18,7604,5.286453008651733,3.4049295379229623,1438.3935670203448,27
56042,6,27,23458,2.6800239086151123,10.07453698946742,8752.906988849138,27
443,6,12,2104,0.0788109302520752,152.26314372407785,26696.804532954982,26
62323,6,26,11303,47.942408084869385,0.5423173561489415,235.76204140582635,26
52911,17,12,4932,0.1308698654174804,91.6941418234021,37686.29228941826,0
56655,6,3,198,2.3197219371795654,1.2932584513329863,85.3550577879771,18
51510,17,1,422,0.001,1000.0,422000.0,0
64353,17,132,172770,22.28755211830139,5.92258850587761,7751.860728488445,0
443,17,12,4134,0.1164197921752929,103.07525701413066,35509.42604136801,0
51765,17,10,4624,0.0516088008880615,193.765401015416,89597.12142952837,0
46063,17,1,173,0.001,1000.0,173000.0,0
30173,17,1,132,0.001,1000.0,132000.0,0
443,6,24,7786,1.5680749416351318,15.305390936847488,4965.323909762273,27
56650,6,26,17336,10.339948892593384,2.5145191983128736,1676.6040316135377,27
19579,17,1,132,0.001,1000.0,132000.0,0
15809,17,1,261,0.001,1000.0,261000.0,0
9012,17,1,161,0.001,1000.0,161000.0,0
443,6,180,31607,8.504724979400635,21.164705553204776,3716.404713445241,31
62036,6,12,6861,1.4233050346374512,8.431080975594721,4820.470547796282,27
64169,17,1,206,0.001,1000.0,206000.0,0
1197,17,1,114,0.001,1000.0,114000.0,0
57169,17,1,143,0.001,1000.0,143000.0,0
56494,6,13,6186,5.743757963180542,2.2633265683084938,1076.9952424274109,27
52330,17,1,100,0.001,1000.0,100000.0,0
39679,17,1,104,0.001,1000.0,104000.0,0
5982,17,1,95,0.001,1000.0,95000.0,0
62126,6,32,6406,2.129354953765869,15.028025244643418,3008.4228036620543,27
62292,6,12,9658,61.209819078445435,0.1960469771136067,157.7851420802678,27
443,17,24,8273,233.4090931415558,0.1028237575364928,35.44420608747521,0
56440,6,16,7098,5.657912969589233,2.8278978637526846,1254.5261898072847,27
56490,6,2,132,1.0606300830841064,1.8856715756962017,124.4543239959493,18
56229,17,1,185,0.001,1000.0,185000.0,0
53665,17,13,6415,0.1250641345977783,103.94666737837832,51293.68240248438,0
56131,6,72,77172,31.39830017089844,2.293117767780732,2457.8400607663148,27
9142,17,1,129,0.001,1000.0,129000.0,0
50037,17,1,224,0.001,1000.0,224000.0,0
41842,17,1,248,0.001,1000.0,248000.0,0
62316,17,1,481,0.001,1000.0,481000.0,0
64251,6,17,7712,35.40664601325989,0.4801358477624074,217.812215173158,27
7821,17,1,162,0.001,1000.0,162000.0,0
62278,6,14,12887,68.19050884246826,0.2053071642615601,188.9852447027661,27
53754,17,1,430,0.001,1000.0,430000.0,0
65241,6,21,7777,0.302595853805542,69.39949684008323,25700.94699644416,27
56680,6,92,123523,3.728019952774048,24.67797950800722,33133.67459529974,27
59586,17,13,9777,0.1284449100494384,101.2107057803715,76118.23618574555,0
61284,17,1,475,0.001,1000.0,475000.0,0
47263,17,1,143,0.001,1000.0,143000.0,0
65281,6,15,7367,1.1377649307250977,13.183742612316676,6474.975454995796,27
14526,17,1,141,0.001,1000.0,141000.0,0
4934,17,1,173,0.001,1000.0,173000.0,0
443,17,28,17207,27.22536611557007,1.0284526526160074,632.0208854844157,0
62956,6,14,1054,254.2745630741119,0.0550585942641832,4.145125596746367,24
53069,17,1,148,0.001,1000.0,148000.0,0
51179,17,14,6242,0.080543041229248,173.82010644659022,77498.93603140116,0
47224,17,1,126,0.001,1000.0,126000.0,0
62082,6,13,7485,1.6851508617401123,7.71444284019533,4441.738819912465,27
6395,17,1,173,0.001,1000.0,173000.0,0
58264,17,11,4669,0.1012580394744873,108.63334957982798,46109.91901711062,0
61699,17,9,6538,0.0540771484375,166.42889390519187,120901.34537246048,0
2185,17,1,112,0.001,1000.0,112000.0,0
62286,6,7,5854,0.0244531631469726,286.2615342615343,239396.43165243164,26
65220,17,43,34735,16.05122709274292,2.67892291047587,2164.009006869287,0
31557,17,1,167,0.001,1000.0,167000.0,0
56055,6,11,6812,4.672898054122925,2.3539995678473313,1457.767732379638,27
443,6,94,14231,9.80576515197754,9.5861973587082,1451.2890916146423,31
17526,17,1,237,0.001,1000.0,237000.0,0
2685,17,1,152,0.001,1000.0,152000.0,0
2061,17,1,158,0.001,1000.0,158000.0,0
59807,17,2,861,64.77463412284851,0.0308762840127648,13.292240267495268,0
19078,17,1,122,0.001,1000.0,122000.0,0
7189,17,1,124,0.001,1000.0,124000.0,0
56323,6,15,5916,14.995354890823364,1.0003097698727677,394.5221732378196,27
45358,17,1,141,0.001,1000.0,141000.0,0
56107,6,14,4175,2.3126840591430664,6.053572231214111,1805.261718951351,27
61894,17,1,267,0.001,1000.0,267000.0,0
58776,17,1,316,0.001,1000.0,316000.0,0
56778,6,18,8902,1.9020209312438965,9.46361825168151,4680.284982026044,27
40978,17,1,126,0.001,1000.0,126000.0,0
60540,17,1,73,0.001,1000.0,73000.0,0
62096,6,9,1540,2.5569329261779785,3.5198420372539503,602.2840819301204,27
39443,17,1,146,0.001,1000.0,146000.0,0
53704,17,18,14431,0.1865139007568359,96.50755212860604,77372.249153773,0
56485,6,18,6954,2.9106240272521973,6.184240847139943,2389.178380611731,27
18334,17,1,111,0.001,1000.0,111000.0,0
58825,17,23,6649,240.03201007843015,0.095820553235732,27.70047210714707,0
443,17,67,12374,284.62869095802307,0.2353944002429507,43.47418371054137,0
19375,17,1,132,0.001,1000.0,132000.0,0
49501,17,18,10881,0.3951599597930908,45.55117378143513,27535.684550877537,0
62114,6,11,5490,5.065968036651611,2.171352033888972,1083.7020605500416,27
56218,6,15,6575,4.827056884765625,3.1074835781075154,1362.1136350704608,27
62161,6,28,8732,4.5646679401397705,6.134071605467678,1912.9540449622773,27
62360,6,282,403710,0.0587399005889892,4800.825285238237,6872841.049303292,26
54962,17,1,152,0.001,1000.0,152000.0,0
55958,17,1,367,0.001,1000.0,367000.0,0
21266,17,1,180,0.001,1000.0,180000.0,0
443,17,8,3926,0.1001360416412353,79.89131454448918,39206.66261270807,0
65369,17,1,417,0.001,1000.0,417000.0,0
443,6,20,4192,1.782456874847412,11.22046781732776,2351.810054511898,31
65187,6,23,7899,4.627750873565674,4.970016889063551,1706.8766698570864,27
443,6,17,8269,263.5291020870209,0.0645090043770056,31.37793865843881,26
443,6,21,5547,6.900543928146362,3.043238361883896,803.8496758747605,27
443,17,15,4224,0.0469648838043212,319.3875675812879,89939.53903089068,0
63313,17,1,185,0.001,1000.0,185000.0,0
62039,6,8,5205,0.1597218513488769,50.087072823403325,32587.901755726787,27
62171,6,12,1249,2.0574231147766113,5.832538729547093,607.0700727670267,27
49681,17,1,153,0.001,1000.0,153000.0,0
56543,6,8,7058,0.660222053527832,12.117135374761842,10690.342684383637,26
56607,6,11,4598,4.453757047653198,2.469824887685822,1032.3868030526737,27
443,17,34,18021,57.08895802497864,0.5955617544311052,315.6652463706749,0
56648,6,21,14444,10.691195011138916,1.9642331823636712,1351.0182898124224,27
56559,6,10,7313,5.584594011306763,1.790640461912478,1309.4953697965952,27
38033,17,1,144,0.001,1000.0,144000.0,0
5942,17,1,173,0.001,1000.0,173000.0,0
56325,6,16,5971,20.11923599243164,0.795258826230718,296.78065321397605,27
56507,6,17,9523,4.646450996398926,3.658706400471085,2049.5212383344788,27
64324,17,34,33597,1.4197039604187012,23.94865475332806,23664.79275728126,0
34647,17,1,206,0.001,1000.0,206000.0,0
443,6,132,43119,95.49787497520448,1.382229709658703,451.5179003846486,27
64965,17,1,421,0.001,1000.0,421000.0,0
50196,17,1,72,0.001,1000.0,72000.0,0
16854,17,1,91,0.001,1000.0,91000.0,0
63169,6,15,5969,4.135651111602783,3.626998408525498,1443.3035666992464,27
443,6,232,105247,49.57583212852478,4.679699564064657,2122.9497414616935,27
56669,6,11,7853,3.4146981239318848,3.2213682149255267,2299.7640538009236,26
41596,17,1,161,0.001,1000.0,161000.0,0
22659,17,1,173,0.001,1000.0,173000.0,0
0,2,8,432,255.41872382164,0.0313211180460929,1.6913403744890192,0
63914,6,10,5651,0.1953310966491699,51.19512546412817,28930.365399778828,91
62215,6,16,4801,1.1702959537506104,13.671755378391742,4102.381098228672,27
443,6,14,763,271.6893799304962,0.0515294341044228,2.808354158691043,16
52493,17,17,6587,0.2293791770935058,74.1130917610276,28716.643260581695,0
56004,6,7,462,270.66189980506897,0.0258625244448568,1.706926613360554,16
6414,17,1,132,0.001,1000.0,132000.0,0
62951,6,7,462,270.48593306541443,0.0258793495124462,1.708037067821452,16
62850,17,23,10515,2.1592488288879395,10.651852483275633,4869.749080941012,0
61731,17,1,102,0.001,1000.0,102000.0,0
40545,17,1,175,0.001,1000.0,175000.0,0
27064,17,1,93,0.001,1000.0,93000.0,0
65139,6,87,71661,4.0988709926605225,21.22535697165952,17483.10696489762,27
58888,17,1,224,0.001,1000.0,224000.0,0
56479,6,18,10187,4.478888988494873,4.018853793036046,2274.447977203233,27
56844,17,1,381,0.001,1000.0,381000.0,0
5353,17,13,1547,260.40366196632385,0.049922493031919,5.940776670798364,0
443,17,79,10226,4.291520833969116,18.408392515465188,2382.8382514322407,0
60517,17,1,219,0.001,1000.0,219000.0,0
57715,17,1,214,0.001,1000.0,214000.0,0
49260,17,1,438,0.001,1000.0,438000.0,0
44663,17,1,158,0.001,1000.0,158000.0,0
64631,17,7,4235,0.0240819454193115,290.67419089766054,175857.88549308464,0
59951,17,214,262420,0.2153408527374267,993.7733471360324,1218626.1764272784,0
56307,6,54,50019,4.117323875427246,13.11531510121888,12148.424926812357,27
58255,17,1,281,0.001,1000.0,281000.0,0
56094,6,15,6752,9.076849937438965,1.6525556887450596,743.8704006937762,27
60254,6,15,6941,0.5426671504974365,27.641252996888113,12790.529136760026,31
12741,17,1,107,0.001,1000.0,107000.0,0
56392,6,9,4015,6.780458927154541,1.3273437825803485,592.1428096733443,27
62071,6,19,8683,5.05728006362915,3.756960215955575,1716.930818691698,27
61682,6,105,9135,255.02765798568728,0.4117200496186686,35.81964431682417,24
443,17,25,8132,0.8368010520935059,29.875679455056957,9717.961013140926,0
443,17,12,4888,0.0559968948364257,214.29759694807296,87290.55449018172,0
15517,17,1,126,0.001,1000.0,126000.0,0
443,17,967,237068,570.2525980472565,1.695739753420405,415.7245417413326,0
4225,17,1,91,0.001,1000.0,91000.0,0
54075,17,2,513,180.1744339466095,0.011100354008009,2.847240803054309,0
23686,17,1,130,0.001,1000.0,130000.0,0
56864,17,1,167,0.001,1000.0,167000.0,0
58602,17,1,153,0.001,1000.0,153000.0,0
58433,17,1,128,0.001,1000.0,128000.0,0
62137,6,11,6580,4.62579083442688,2.3779717660672963,1422.4594746111643,27
54987,17,1,361,0.001,1000.0,361000.0,0
7589,17,1,173,0.001,1000.0,173000.0,0
57673,17,1,515,0.001,1000.0,515000.0,0
59198,17,19,10224,11.69650912284851,1.6244162938226163,874.1069572653911,0
443,6,23,2631,235.9982118606567,0.0974583655471939,11.148389554550748,27
56688,6,18,6291,15.204185009002686,1.183884567922704,413.7676564889851,27
2670,17,1,91,0.001,1000.0,91000.0,0
62073,6,15,8112,4.515491962432861,3.3218971763861327,1796.4819929896207,27
443,17,69,11653,77.98453116416931,0.884790854929223,149.42707003609038,0
56141,6,15,5474,13.07764482498169,1.1469955179808915,418.5768976951601,27
56600,6,15,5916,17.40267014503479,0.8619366956328651,339.947832757602,27
60551,17,11,4992,0.0903120040893554,121.79997676849808,55275.044002576586,0
443,6,514,40658,5.740520000457764,89.53892677998027,7082.633628444431,27
51825,17,14,8989,0.023893117904663,585.9427830165145,376217.1197525321,0
65393,17,1,158,0.001,1000.0,158000.0,0
56488,6,18,6959,2.909593105316162,6.1864320365318175,2391.7433634569397,27
48870,17,1,233,0.001,1000.0,233000.0,0
1900,17,1,179,0.001,1000.0,179000.0,0
56338,6,9,5548,2.8896169662475586,3.1145996528693396,1919.9776526798996,27
54850,17,13,5966,0.0917160511016845,141.74181993059256,65048.59213122425,0
61791,17,16,15013,0.4687960147857666,34.12998296777711,32024.58964345236,0
65156,6,6,6039,0.6376349925994873,9.40977215748373,9470.935676507375,26
56399,6,20,8025,20.409800052642822,0.9799214077753908,393.1934648698756,27
10399,17,1,365,0.001,1000.0,365000.0,0
55318,17,1,205,0.001,1000.0,205000.0,0
54001,17,42,34330,1.1343321800231934,37.026191039684015,30264.50329505601,0
20392,17,1,188,0.001,1000.0,188000.0,0
56649,6,36,8585,10.656847953796388,3.3781095644866914,805.5852947532846,27
61626,17,1,158,0.001,1000.0,158000.0,0
443,6,15,1075,254.75670099258423,0.0588797073504128,4.219712360112924,24
62148,17,1,171,0.001,1000.0,171000.0,0
56706,6,471,677820,2.008549928665161,234.49753141711363,337467.339161673,27
57933,17,13,7014,0.11080002784729,117.3284903675045,63303.233187513586,0
56159,6,6,2772,0.8344449996948242,7.19040799836339,3321.9684952438856,26
60225,17,15,10683,1.5310959815979004,9.796903773691264,6977.354867622918,0
443,6,30,8816,63.62132501602173,0.4715400063177734,138.56988985658302,27
51887,17,11,5042,0.1325750350952148,82.97188073229508,38031.2929683847,0
62023,6,17,4521,4.861340045928955,3.4969781663877546,929.99048766112,27
64653,17,1,361,0.001,1000.0,361000.0,0
2914,17,1,167,0.001,1000.0,167000.0,0
62176,6,15,1797,4.8689000606536865,3.0807779607589927,369.0771996989273,27
65376,17,1514,1921035,1.0056278705596924,1505.527088422249,1910284.167970433,0
1907,17,1,274,0.001,1000.0,274000.0,0
65194,6,14,5270,2.2261970043182373,6.288751612208478,2367.265785452763,27
56524,6,14,6655,7.9121479988098145,1.769431006865133,841.1116679062474,27
61889,17,17,7641,0.380357027053833,44.69484928851845,20089.020200798204,0
14249,17,1,127,0.001,1000.0,127000.0,0
443,6,11,3430,10.497024059295654,1.047916051050577,326.7592777366799,27
56537,6,19,5982,17.32652497291565,1.0965845736349489,345.25099576232964,27
62948,6,68,7604,278.99627709388733,0.2437308508497293,27.254843968549142,24
20002,17,10,3690,270.031445980072,0.0370327239618529,13.66507514192372,0
63035,17,17,6266,6.635906934738159,2.561820135090666,944.2567627340068,0
443,6,2678,3189994,76.62548899650574,34.94920600274566,41630.977391158565,27
56130,17,1,465,0.001,1000.0,465000.0,0
443,17,25,14578,0.8619120121002197,29.005280874416098,16913.559383489515,0
56283,6,314,209532,10.531424045562744,29.81553099006579,19895.88483888683,27
62052,6,16,6002,0.2950930595397949,54.22018404957542,20339.34654159698,27
61297,17,1,132,0.001,1000.0,132000.0,0
62047,6,15,6213,0.4965012073516845,30.211406896690814,12513.564736609336,27
57590,17,1,96,0.001,1000.0,96000.0,0
65130,6,3,305,0.2193641662597656,13.675889053125816,1390.382053734458,26
29473,17,1,99,0.001,1000.0,99000.0,0
56776,6,8,5508,3.0745129585266113,2.602038146501686,1791.503263866411,27
65294,6,13,2794,3.8798420429229736,3.350651870921563,720.1324097965266,27
16916,17,1,125,0.001,1000.0,125000.0,0
64743,17,170,206316,5.347582817077637,31.790063999962907,38581.169671860865,0
56020,17,1,117,0.001,1000.0,117000.0,0
40942,17,1,117,0.001,1000.0,117000.0,0
61393,17,1,338,0.001,1000.0,338000.0,0
7869,17,1,99,0.001,1000.0,99000.0,0
12694,17,1,365,0.001,1000.0,365000.0,0
65201,6,14,5271,1.0256731510162354,13.649572464804038,5139.06403299872,27
63614,17,11,5851,0.025195837020874,436.5800584789788,232220.90201459135,0
56028,6,1,54,0.001,1000.0,54000.0,17
65285,6,13,6326,1.1345641613006592,11.458144407714112,5575.709347938421,27
443,6,83,61061,4.714265823364258,17.606134891385572,12952.387983167404,27
65455,17,1,121,0.001,1000.0,121000.0,0
56750,6,20,7518,4.959863901138306,4.032368709836964,1515.7673980277148,27
56645,6,64,82071,1.1729109287261963,54.565098195056656,69972.06521822649,27
65179,6,57,70077,5.324789047241211,10.704649422596724,13160.52136118089,27
57048,17,1,355,0.001,1000.0,355000.0,0
57915,17,1,516,0.001,1000.0,516000.0,0
29262,17,1,132,0.001,1000.0,132000.0,0
5926,17,1,258,0.001,1000.0,258000.0,0
56368,6,8,5488,1.1769280433654783,6.7973569370678275,4662.98685882853,27
26285,17,1,99,0.001,1000.0,99000.0,0
54476,17,1,148,0.001,1000.0,148000.0,0
56251,6,15,3265,18.46573305130005,0.8123154362910033,176.81399329934175,27
65168,6,9,2167,2.4862120151519775,3.619964807969061,871.6070820965505,27
